"","order","carto_unit","pesticide","kd.1","values_4","values_60","ZonaORA","SNAM","HYDGRP","kd_factor","geometry"
"1","P1","A185_347","atrazine",7.1,66.3,NA,"Centro de Santa Fe","Typic Argiudolls","C","(3,50]",list(c(-61.0921732677083, -61.1079797320368, -61.1582059628653, -61.2685769318454, -61.2977831974182, -61.3164322690062, -61.3540832646931, -61.3856125059807, -61.5049213570116, -61.5475962446252, -61.5555856080606, -61.5506919797107, -61.5264662887812, -61.5187175961221, -61.531896915286, -61.5510439354875, -61.5691879825746, -61.5957493477208, -61.6115842325282, -61.6224016858724, -61.6305763153764, -61.6305460387533, -61.6623352614355, -61.6602592632785, -61.6496829740039, -61.6231405836686, -61.5136946889623, 
-61.4767759259577, -61.4399896219011, -61.4373652826573, -61.4534451073666, -61.4747069268905, -61.5012168293874, -61.5198991920086, -61.532782630356, -61.5543298413864, -61.5678148886965, -61.586934624607, -61.5844521487249, -61.5712271737687, -61.5444934914543, -61.4991958486231, -61.4863520195622, -61.4837843784293, -61.5158691037701, -61.5821810289374, -61.6142334014216, -61.6299722124661, -61.6253389696407, -61.5559785044596, -61.5453585285163, -61.5459563261466, -61.5646966461494, -61.5998114531307, 
-61.6528563037934, -61.6688024529334, -61.6630017482465, -61.660146395017, -61.681561544238, -61.6886999273117, -61.7386686088274, -61.780785068962, -61.7957756734167, -61.7869719979257, -61.7707168582505, -61.7315138239194, -61.6764625276847, -61.6576915531478, -61.6508664970212, -61.6423004373328, -61.6565772034802, -61.6356847875218, -61.6423004373328, -61.6637155865538, -61.6839065059959, -61.6665709397833, -61.6380174074886, -61.5937594324319, -61.5680612533667, -61.5437907509162, -61.5109541887773, 
-61.4781176266384, -61.4660734854967, -61.4022536370928, -61.3561517063678, -61.3412682820794, -61.323513963191, -61.2926529702215, -61.2427518204185, -61.2067175273919, -61.2069405280972, -61.2173210650468, -61.2667890510709, -61.274922421744, -61.2495245535572, -61.1862901224152, -61.1145545746729, -61.104199705196, -61.1100238012973, -61.1120373680012, -61.1369894272596, -61.175606951147, -61.2031581766736, -61.2169938603555, -61.2281228716454, -61.2712547479107, -61.3167235841751, -61.3471218164039, 
-61.3583789786081, -61.341060671624, -61.2915710208685, -61.219605728972, -61.1783055375443, -61.1626010947822, -61.1397582689465, -61.1061710470722, -61.0788206081338, -61.0426762591445, -61.0169780800793, -61.0012736373172, -60.9884245477846, -60.9885126399034, -60.9660935764636, -60.9694096230935, -60.9250510331145, -60.9169035410119, -60.8642166823028, -60.7802716036502, -60.7234038483304, -60.7021753865305, -60.7152234356263, -60.7328756202989, -60.7560276768276, -60.7735592172672, -60.8392323415449, 
-60.9555879856458, -60.9998459607025, -61.0069843437762, -60.9884245477846, -60.9313174831953, -60.913599632203, -60.9687469731378, -60.9960031392855, -60.9770031348668, -60.9241791001216, -60.8920563762901, -60.8714398513271, -60.8428015330818, -60.841373856467, -60.8670720355322, -60.8527952693849, -60.8700612420511, -60.8599336524586, -60.8663581972249, -60.8206725455534, -60.8363769883155, -60.854936784307, -60.8734965802985, -60.9163268787406, -60.9306036448879, -60.9334589981174, -60.9605848537973, 
-60.9736614148049, -60.9962767691657, -61.0048428288541, -61.0305410079193, -61.0690882765171, -61.1033525152707, -61.1219123112623, -61.1185764404985, -61.1202843225647, -61.1069199217428, -61.1261953411065, -61.1590319032453, -61.1690256395485, -61.1590319032453, -61.1300667528922, -61.1633149330896, -61.1818747290811, -61.1683474435648, -61.1734586854619, -61.1490381669422, -61.0990937561816, -61.0455405278217, -61.0268604198751, -61.0629902449508, -61.07531706508, -61.0989304344641, -61.1228278361802, 
-61.1341588320641, -61.1219281607441, -61.1167737123917, -61.1422625715359, -61.1844625213871, -61.2322811046939, -61.2499261751912, -61.2554143554106, -61.2901242285117, -61.3401905697968, -61.356804347096, -61.3803617333497, -61.3435293170503, -61.3542305467777, -61.325974165899, -61.3258344367065, -61.3285131273824, -61.3198805255767, -61.3084929039763, -61.3084030093268, -61.3315145075492, -61.3178300877269, -61.2915033576129, -61.2627508627423, -61.1930163894181, -61.1615537177372, -61.1471417048707, 
-61.1412112931498, -61.132489106603, -61.1223048732823, -61.1111722333549, -61.1001337621698, -61.0868303066413, -61.0187578238213, -60.982423180501, -60.9968306918515, -61.0365521643226, -61.0679616413479, -61.079681799969, -61.0977759168894, -61.0823350423144, -61.0690575159086, -61.0451418632735, -61.0386468329446, -61.0239959627191, -60.9756471933719, -60.9401845659419, -60.8848963662042, -60.8396135505456, -61.0457285922228, -61.0550068089108, -61.0921732677083, -32.6756795137824, -32.6755904985173, 
-32.689928592905, -32.7786853783218, -32.7876884873261, -32.7859146711283, -32.7567999021709, -32.7594578251052, -32.8215474398099, -32.8215707164352, -32.8107444633444, -32.7949182153403, -32.7808812560684, -32.7678804740068, -32.7473246594812, -32.7501783074223, -32.7791541718781, -32.8042889498312, -32.8041377526918, -32.7910631881237, -32.7750104925708, -32.7575741526803, -32.7351781069423, -32.7171057416037, -32.7057806392865, -32.6986704353412, -32.7026511210962, -32.6975501740418, -32.6546635787605, 
-32.6342490638362, -32.6097155314703, -32.6103148112521, -32.6348845091938, -32.666787154066, -32.671212353743, -32.6648325255016, -32.6535789883048, -32.5843591011402, -32.55929614291, -32.5461496999597, -32.5454169825938, -32.5633408481944, -32.5583327752695, -32.5361768316178, -32.4870903192997, -32.4743810494376, -32.4607137674534, -32.4431191923006, -32.4203280706677, -32.4242609036164, -32.4152520481556, -32.3995764872421, -32.3750981125295, -32.2970030547883, -32.2501809421243, -32.2256056293888, 
-32.1424549395639, -32.1081907008103, -32.0796371685156, -32.0296684869999, -31.9996872780905, -31.983268997021, -31.9482909199601, -31.9368638427559, -31.9143628641399, -31.9052217408592, -31.8822816580511, -31.8550517094653, -31.8319352758592, -31.7990987137204, -31.7305702362131, -31.6731176171994, -31.6249221667228, -31.5621043956745, -31.4825533430972, -31.4321858237337, -31.3964939083654, -31.3993492615948, -31.4221920874306, -31.3993492615948, -31.3765064357591, -31.3650850228412, -31.3406037367846, 
-31.2918513575122, -31.1882550615045, -31.1006526492626, -31.0530654724281, -31.0306771865154, -31.0123781340838, -30.9851706257207, -30.9625072666571, -30.9558379527552, -30.949722958148, -30.913924280539, -30.8911044180597, -30.8373895144449, -30.828997891819, -30.801954050335, -30.7910875437116, -30.7538216635728, -30.7444444276345, -30.7518547940156, -30.7615726378295, -30.7592704696006, -30.7497914447267, -30.7475930171133, -30.7240372519313, -30.7166200175614, -30.6908391086033, -30.6669511582363, 
-30.684042667774, -30.7088962574449, -30.689793984072, -30.6669511582363, -30.6612404517773, -30.669508157953, -30.6786665664316, -30.6512467154742, -30.6284038896385, -30.6069887404174, -30.555592382287, -30.5112977950023, -30.5268094294697, -30.5467819535995, -30.5959541824204, -30.5980226921825, -30.598422680729, -30.6170763571546, -30.6403935320366, -30.6847971159204, -30.7234250219648, -30.7501532029529, -30.7612940247001, -30.7775960958782, -30.7547532700424, -30.6655234816215, -30.6640958050068, 
